,report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,latitude,longitude,on_street_road_highway,street_address_number,from_intersection_of,geometry
15948,87843897,2019,2019-01-24 14:50,14.0,2,2,30.428484,-84.282048,E JENNINGS ST,,JAKES AND PATTERSON ST,POINT (-84.282048 30.428484)
15949,87843907,2019,2019-01-24 17:11,14.0,2,2,30.45877,-84.360666,W TENNESSEE ST,,CAPITAL CIR NW,POINT (-84.36066599999999 30.45877)
15950,89140572,2019,2019-04-26 17:40,14.0,2,2,30.462571,-84.31805,OCALA RD,,S WESTWOOD DR,POINT (-84.31805 30.462571)
15951,89140573,2019,2019-04-26 17:19,14.0,2,3,30.440751,-84.283697,W COLLEGE AVE,,S DUVAL ST,POINT (-84.283697 30.440751)
15952,87844159,2019,2019-02-03 15:30,14.0,2,5,30.459365,-84.357089,W TENNESSEE ST,,BICYCLE RD,POINT (-84.357089 30.459365)
15954,89143653,2019,2019-08-31 21:33,14.0,2,3,30.454408,-84.262521,N MAGNOLIA DR,,CLAUDE PICHARD DR,POINT (-84.26252100000001 30.454408)
15955,89143692,2019,2019-09-01 21:00,14.0,2,3,30.460112,-84.227994,MAHAN DR,,CAPITAL CIR NE,POINT (-84.227994 30.460112)
15956,89143514,2019,2019-08-27 19:05,14.0,2,4,30.449082,-84.283102,W BREVARD ST,,N DUVAL ST,POINT (-84.283102 30.449082)
15957,89143515,2019,2019-08-27 20:56,14.0,2,2,30.491853,-84.242674,CAPITAL CIR NE,,GILLIAM LN,POINT (-84.24267399999999 30.491853)
15958,89143516,2019,2019-08-27 18:18,14.0,2,2,30.500657,-84.247557,CAPITAL CIR NE,,RAYMOND DIEHL RD,POINT (-84.247557 30.500657)
15959,89143519,2019,2019-08-27 17:50,14.0,2,3,30.438439,-84.261892,S MAGNOLIA DR,,SIMPSON AVE,POINT (-84.261892 30.438439)
15960,89143697,2019,2019-09-02 15:50,14.0,2,2,30.409608,-84.283414,COLLEGE CLUB TOWNHOMES,,S ADAMS ST,POINT (-84.28341399999999 30.409608)
15961,89143708,2019,2019-09-03 08:40,14.0,2,2,30.492729,-84.34457,N MISSION RD,,FRED GEORGE RD,POINT (-84.34457 30.492729)
15962,89143718,2019,2019-09-03 15:48,14.0,2,2,30.50567,-84.248552,KILLEARN CENTER BLVD,,CAPITAL CIR NE,POINT (-84.248552 30.50567)
15963,89143722,2019,2019-09-03 16:20,14.0,2,2,30.461786,-84.22297,MAHAN DR,,WEEMS RD,POINT (-84.22297 30.461786)
15964,89144694,2019,2019-10-05 14:50,14.0,2,3,30.440044,-84.261817,S MAGNOLIA DR,,GOVERNORS SQUARE BLVD,POINT (-84.26181699999999 30.440044)
15965,89144703,2019,2019-10-05 21:21,14.0,2,3,30.424951,-84.281885,S ADAMS ST,,LEE HALL DR,POINT (-84.281885 30.424951)
15966,89144705,2019,2019-10-05 21:49,14.0,2,2,30.44596,-84.280569,N MONROE ST,,E VIRGINIA ST,POINT (-84.280569 30.44596)
15967,89144707,2019,2019-10-06 01:25,14.0,2,2,30.43794,-84.319514,BELLE VUE WAY,,S AUSLEY RD,POINT (-84.319514 30.43794)
15968,89144709,2019,2019-10-06 01:33,14.0,2,2,30.432705,-84.302228,LAKE BRADFORD RD,,CRATE DR,POINT (-84.302228 30.432705)
15969,85914255,2019,2019-02-04 20:30,14.0,2,2,30.428966,-84.293065,PERRY ST,,GAMBLE ST,POINT (-84.293065 30.428966)
15970,87844337,2019,2019-02-10 17:03,14.0,2,3,30.481597,-84.306936,N MONROE ST,,MONROE ST,POINT (-84.30693599999999 30.481597)
15971,87844343,2019,2019-02-10 16:25,14.0,2,5,30.444778,-84.28562,N M L KING JR BLVD,,W TENNESSEE ST,POINT (-84.28561999999999 30.444778)
15972,87844344,2019,2019-02-10 17:55,14.0,2,2,30.463651,-84.291901,GIBBS DR,,W THARPE ST,POINT (-84.291901 30.463651)
15973,87844346,2019,2019-02-09 17:40,14.0,2,1,30.456236,-84.344776,W TENNESSEE ST,,BLOUNTSTOWN ST,POINT (-84.344776 30.456236)
15974,89141963,2019,2019-06-21 18:24,14.0,2,2,30.474413,-84.277323,N MERIDIAN RD,,JOHN KNOX RD,POINT (-84.277323 30.474413)
15975,89144977,2019,2019-10-15 14:35,14.0,2,7,30.512937,-84.244155,THOMASVILLE RD,,MACLAY RD,POINT (-84.24415500000001 30.512937)
15976,89144978,2019,2019-10-15 17:00,14.0,2,7,30.47869,-84.294297,ALLEN RD,,SILVERADO PARK APARTMENTS,POINT (-84.294297 30.47869)
15977,89144979,2019,2019-10-15 16:51,14.0,2,0,30.450626,-84.290089,OLD BAINBRIDGE RD,,CENTRAL ST,POINT (-84.29008899999999 30.450626)
15978,89144980,2019,2019-10-15 16:35,14.0,4,4,30.462377,-84.318052,OCALA RD,,S WESTWOOD DR,POINT (-84.31805199999999 30.462377)
15979,89144988,2019,2019-10-15 17:41,14.0,2,3,30.445439,-84.268806,HILLCREST ST,,E TENNESSEE ST,POINT (-84.268806 30.445439)
15980,89146210,2019,2019-11-28 14:13,14.0,2,4,30.497696,-84.25381,THOMASVILLE RD,,LIVE OAK PLANTATION RD,POINT (-84.25381 30.497696)
15981,89146212,2019,2019-11-28 20:23,14.0,2,2,30.480098,-84.302488,N MONROE ST,,LAKESHORE DR,POINT (-84.302488 30.480098)
15982,89146213,2019,2019-11-28 21:35,14.0,2,3,30.439943,-84.33799,S APPLEYARD DR,,MUNICIPAL WAY,POINT (-84.33799 30.439943)
15983,89146219,2019,2019-11-29 11:12,14.0,2,2,30.443968,-84.278338,N GADSDEN ST,,E CALL ST,POINT (-84.27833800000001 30.443968)
15985,89298005,2019,2019-09-09 14:10,14.0,2,3,30.435931,-84.209394,UNNAMED RD,,,POINT (-84.209394 30.435931)
15987,88152538,2019,2019-12-01 18:40,14.0,2,2,30.459198593017,-84.392156104173,CHRISTY CARY LANE,,BETHEL CHURCH ROAD,POINT (-84.392156104173 30.459198593017)
15988,88195386,2019,2019-12-01 14:30,14.0,3,2,30.4978742190218,-84.2010904111347,INTERSTATE-10 (STATE ROAD-8),,UNITED STATES-90 (MAHAN DRIVE),POINT (-84.2010904111347 30.4978742190218)
15989,89298452,2019,2019-11-25 17:55,14.0,2,2,30.42897,-84.202508,APALACHEE PKWY,,CONNER BLVD,POINT (-84.20250799999999 30.42897)
15990,89143725,2019,2019-09-03 18:30,14.0,2,3,30.465398,-84.335852,TRIMBLE RD,,W THARPE ST,POINT (-84.335852 30.465398)
15991,89769289,2019,2019-12-03 12:45,14.0,2,2,30.4397,-84.293968,GRAY ST,,W JEFFERSON ST,POINT (-84.29396800000001 30.4397)
15992,89297960,2019,2019-09-06 14:34,14.0,2,4,30.483998,-84.199007,EDENFIELD RD,,MICCOSUKEE RD,POINT (-84.19900699999999 30.483998)
15993,89297961,2019,2019-09-06 16:55,14.0,2,2,30.483286,-84.152784,SUMMIT LAKE DR,1558,,POINT (-84.152784 30.483286)
15995,89144826,2019,2019-10-10 08:42,14.0,2,6,30.443589,-84.280816,E CALL ST,,N MONROE ST,POINT (-84.280816 30.443589)
15996,89145121,2019,2019-10-19 19:01,14.0,2,2,30.439912,-84.306556,STADIUM,,PENSACOLA ST,POINT (-84.306556 30.439912)
16000,89144494,2019,2019-09-30 19:15,14.0,2,2,30.479002,-84.300782,N MONROE ST,,LAKESHORE DR,POINT (-84.300782 30.479002)
16001,89144495,2019,2019-09-30 20:34,14.0,2,2,30.448415,-84.317321,W TENNESSEE ST,,OCALA RD,POINT (-84.31732100000001 30.448415)
16002,89144498,2019,2019-09-30 17:20,14.0,2,2,30.426454,-84.308552,STUCKEY AVE,,IAMONIA ST,POINT (-84.30855200000001 30.426454)
16003,89144499,2019,2019-09-30 18:40,14.0,2,5,30.46755,-84.277185,E BRADFORD RD,,N MERIDIAN RD,POINT (-84.277185 30.46755)
16004,89146918,2019,2019-12-28 20:02,14.0,2,2,30.500387,-84.247617,RAYMOND DIEHL RD,,CAPITAL CIR NE,POINT (-84.24761700000001 30.500387)
16005,89141002,2019,2019-05-11 15:45,14.0,2,2,30.459458,-84.356634,W TENNESSEE ST,,CAPITAL CIR NW,POINT (-84.356634 30.459458)
16006,89140975,2019,2019-05-10 13:33,14.0,3,5,30.445223,-84.279574,N CALHOUN ST,,E TENNESSEE ST,POINT (-84.279574 30.445223)
16007,89140979,2019,2019-05-10 14:34,14.0,3,3,30.437806,-84.275143,E LAFAYETTE ST,,APALACHEE PKWY,POINT (-84.275143 30.437806)
16008,89140983,2019,2019-05-10 17:53,14.0,2,2,30.447352,-84.326247,WHITE DR,,W TENNESSEE ST,POINT (-84.326247 30.447352)
16009,89140986,2019,2019-05-10 23:04,14.0,2,3,30.456491,-84.345459,W TENNESSEE ST,,BLOUNTSTOWN ST,POINT (-84.34545900000001 30.456491)
16010,89140987,2019,2019-05-10 23:45,14.0,2,2,30.457468,-84.276317,E 7TH AVE,,N GADSDEN ST,POINT (-84.27631700000001 30.457468)
16011,89143040,2019,2019-08-09 12:05,14.0,2,3,30.474717,-84.295158,N MONROE ST,,SPOONWOOD DR,POINT (-84.295158 30.474717)
16012,89146119,2019,2019-11-23 22:10,14.0,2,2,30.447177,-84.326174,W TENNESSEE ST,,WHITE DR,POINT (-84.32617399999999 30.447177)
16013,89146156,2019,2019-11-25 17:50,14.0,2,2,30.506969,-84.24961,THOMASVILLE RD,,,POINT (-84.24961 30.506969)
16014,89146158,2019,2019-11-25 17:57,14.0,2,3,30.423883,-84.226721,CAPITAL CIR SE,,CONNIE DR,POINT (-84.226721 30.423883)
16015,89143022,2019,2019-08-08 11:00,14.0,2,2,30.420859,-84.302458,LAKE BRADFORD RD,,HUTCHINSON ST,POINT (-84.302458 30.420859)
16016,89143025,2019,2019-08-08 11:00,14.0,3,3,30.419906,-84.277084,S MERIDIAN ST,,E MAGNOLIA DR,POINT (-84.277084 30.419906)
16017,89143033,2019,2019-08-08 17:31,14.0,2,5,30.442359,-84.283055,N DUVAL ST,,W PARK AVE,POINT (-84.283055 30.442359)
16018,89143034,2019,2019-08-08 12:09,14.0,2,3,30.428631,-84.294917,CLEVELAND ST,,GAMBLE ST,POINT (-84.294917 30.428631)
16019,89298359,2019,2019-11-11 18:09,14.0,2,3,30.420708,-84.228638,OLD ST AUGUSTINE RD,,CAPITAL CIR SE,POINT (-84.228638 30.420708)
16020,88092915,2019,2019-05-23 16:14,14.0,2,2,30.43532,-84.35312,STATE ROAD 20 (BLOUNTSTOWN HIGHWAY),,STATE ROAD 263 ( CAPITAL CIRCLE),POINT (-84.35312 30.43532)
16021,88056978,2019,2019-05-12 18:45,14.0,2,2,30.4666295904657,-84.2101695498112,UNITED STATES-90 (MAHAN DRIVE),,DEMPSEY MAYO,POINT (-84.2101695498112 30.4666295904657)
16022,89146238,2019,2019-11-29 14:46,14.0,2,4,30.46217,-84.346408,BLOUNTSTOWN ST,,NEKOMA LN,POINT (-84.346408 30.46217)
16023,89146239,2019,2019-11-30 10:42,14.0,2,2,30.483816,-84.311118,RAMP FROM I-10 W TO N MONROE ST,,N MONROE ST,POINT (-84.31111799999999 30.483816)
16024,89146248,2019,2019-12-01 10:44,14.0,2,4,30.493361,-84.24418,CAPITAL CIR NE,,HERMITAGE BLVD,POINT (-84.24418 30.493361)
16025,89146249,2019,2019-11-28 13:45,14.0,2,3,30.486821,-84.31696,N MONROE ST,3220,,POINT (-84.31695999999999 30.486821)
16026,89146250,2019,2019-12-01 13:00,14.0,2,2,30.419789,-84.280606,S MONROE ST,,E MAGNOLIA DR,POINT (-84.28060600000001 30.419789)
16027,89140807,2019,2019-05-03 17:20,14.0,2,7,30.43876,-84.284379,S BRONOUGH ST,,W PENSACOLA ST,POINT (-84.284379 30.43876)
16028,89140845,2019,2019-05-05 00:51,14.0,3,1,30.444232,-84.323929,COLUMBIA DR,226,TENNESSEE ST W,POINT (-84.32392900000001 30.444232)
16029,89140862,2019,2019-05-05 10:04,14.0,2,3,30.409971,-84.282847,S ADAMS ST,2833,,POINT (-84.282847 30.409971)
16030,89140555,2019,2019-04-26 10:56,14.0,2,2,30.469284,-84.361194,CAPITAL CIR NW,,HARTSFIELD RD,POINT (-84.361194 30.469284)
16031,89146887,2019,2019-12-26 18:49,14.0,2,2,30.49526,-84.24612,NE CAPITAL CIR,3200,,POINT (-84.24612 30.49526)
16032,89146305,2019,2019-12-03 13:14,14.0,2,2,30.47282,-84.232322,CAPITAL MEDICAL BLVD,,CAPITAL CIR NE,POINT (-84.232322 30.47282)
16033,89146310,2019,2019-12-03 14:10,14.0,2,2,30.45539,-84.313507,CONTINENTAL AVE,,HIGH RD,POINT (-84.313507 30.45539)
16034,89143520,2019,2019-08-27 21:30,14.0,2,2,30.439461,-84.28849,S MACOMB ST,,W JEFFERSON ST,POINT (-84.28849 30.439461)
16035,89143526,2019,2019-08-28 07:05,14.0,2,3,30.45311,-84.226513,CAPITAL CIR NE,,INDUSTRIAL PLAZA DR,POINT (-84.226513 30.45311)
16036,89140964,2019,2019-05-09 17:39,14.0,2,2,30.44619,-84.298013,W TENNESSEE ST,,N WOODWARD AVE,POINT (-84.298013 30.44619)
16037,89140965,2019,2019-05-09 23:06,14.0,2,6,30.46317,-84.259963,BETTON RD,,CENTERVILLE RD,POINT (-84.259963 30.46317)
16038,89140920,2019,2019-05-07 14:40,14.0,2,2,30.480623,-84.226328,FLEISCHMANN RD,,WELAUNEE BLVD,POINT (-84.226328 30.480623)
16039,89140960,2019,2019-05-09 16:58,14.0,2,4,30.459308,-84.360814,UNNAMED RD,,CAPITAL CIR NW,POINT (-84.360814 30.459308)
16040,89140977,2019,2019-05-10 13:50,14.0,2,2,30.510062,-84.251335,S MACLAY BLVD,3521,,POINT (-84.251335 30.510062)
16041,89140978,2019,2019-05-10 13:39,14.0,3,1,30.458092,-84.260185,MICCOSUKEE RD,1300,,POINT (-84.26018500000001 30.458092)
16042,89140981,2019,2019-05-10 16:12,14.0,2,3,30.448023,-84.279596,N CALHOUN ST,,E GEORGIA ST,POINT (-84.279596 30.448023)
16043,89140984,2019,2019-05-10 19:16,14.0,2,2,30.511188,-84.248567,VILLAGE SQUARE BLVD,1394,,POINT (-84.24856699999999 30.511188)
16044,89140970,2019,2019-05-10 09:52,14.0,2,2,30.412568,-84.283879,W ORANGE AVE,,S ADAMS ST,POINT (-84.283879 30.412568)
16045,89140971,2019,2019-05-10 08:55,14.0,3,3,30.45764,-84.280695,N MONROE ST,,E 7TH AVE,POINT (-84.28069499999999 30.45764)
16046,89140972,2019,2019-05-10 01:04,14.0,2,3,30.44827,-84.317548,W TENNESSEE ST,,OCALA RD,POINT (-84.317548 30.44827)
16047,89140973,2019,2019-05-10 13:07,14.0,2,3,30.431061,-84.250582,APALACHEE PKWY,1779,,POINT (-84.25058199999999 30.431061)
16048,89146942,2019,2019-12-30 16:45,14.0,2,3,30.426929,-84.281881,S ADAMS ST,,PALMER AVE W,POINT (-84.281881 30.426929)
16049,89146943,2019,2019-12-30 18:00,14.0,2,3,30.408232,-84.305347,SPRINGHILL RD,,SPRINGSAX DR,POINT (-84.305347 30.408232)
16051,88059990,2019,2019-05-10 12:52,14.0,2,3,30.48381,-84.15652,INTERSTATE 10 (STATE ROAD 8),,US HIGHWAY 90 (MAHAN DRIVE),POINT (-84.15652 30.48381)
16052,88059991,2019,2019-05-10 14:00,14.0,2,6,30.50145,-84.23461,INTERSTATE 10 (STATE ROAD 8),,STATE ROAD 61,POINT (-84.23461 30.50145)
16053,87505443,2019,2019-05-03 17:12,14.0,2,3,30.497113,-84.277331,N MERIDIAN RD,,LEXINGTON RD,POINT (-84.277331 30.497113)
16055,89140375,2019,2019-04-19 16:44,14.0,2,2,30.469774,-84.288257,UNIVERSAL DR,,N MONROE ST,POINT (-84.288257 30.469774)
16056,89140434,2019,2019-04-21 18:41,14.0,2,2,30.412624,-84.289797,WAHNISH WAY,,W ORANGE AVE,POINT (-84.28979699999999 30.412624)
16057,89141455,2019,2019-05-31 17:53,14.0,2,4,30.427166,-84.229194,APALACHEE PKWY,,FOREST TOWER DR,POINT (-84.22919400000001 30.427166)
16058,87845261,2019,2019-03-15 22:24,14.0,2,2,30.45739,-84.367505,W TENNESSEE ST,5712,,POINT (-84.36750499999999 30.45739)
16059,87845268,2019,2019-03-16 09:40,14.0,3,3,30.453072,-84.338361,W TENNESSEE ST,,APPLEYARD DR,POINT (-84.33836100000001 30.453072)
16060,87845270,2019,2019-03-16 13:30,14.0,2,3,30.510577,-84.246545,THOMASVILLE RD,,VILLAGE SQUARE BLVD,POINT (-84.246545 30.510577)
16061,89141626,2019,2019-06-08 01:42,14.0,2,1,30.43412,-84.30387,JACKSON BLUFF RD,1289,,POINT (-84.30387 30.43412)
16062,89141946,2019,2019-06-21 10:53,14.0,2,2,30.444689,-84.290819,W TENNESSEE ST,,N COPELAND ST,POINT (-84.290819 30.444689)
16063,89141947,2019,2019-06-21 11:45,14.0,2,2,30.456167,-84.280726,N MONROE ST,,E 6TH AVE,POINT (-84.280726 30.456167)
16064,89141949,2019,2019-06-21 15:40,14.0,2,2,30.449066,-84.280667,N MONROE ST,,E BREVARD ST,POINT (-84.28066699999999 30.449066)
16065,89141982,2019,2019-06-21 15:18,14.0,2,3,30.449008,-84.309397,W TENNESSEE ST,,CALIARK ST,POINT (-84.309397 30.449008)
16066,89141996,2019,2019-06-24 10:10,14.0,2,2,30.458494,-84.36129,W TENNESSEE ST,,CAPITAL CIR NW,POINT (-84.36129 30.458494)
16067,89140914,2019,2019-05-07 14:46,14.0,2,4,30.504522,-84.25042,THOMASVILLE RD,3425,,POINT (-84.25042000000001 30.504522)
16068,89141122,2019,2019-05-16 13:18,14.0,2,2,30.412686,-84.277062,S MERIDIAN ST,,E ORANGE AVE,POINT (-84.277062 30.412686)
16069,89142048,2019,2019-06-26 15:29,14.0,2,4,30.445803,-84.284354,W VIRGINIA ST,,N BRONOUGH ST,POINT (-84.28435399999999 30.445803)
16070,89142051,2019,2019-06-26 15:57,14.0,2,2,30.422884,-84.282029,S ADAMS ST,,YOUNG ST,POINT (-84.28202899999999 30.422884)
16071,89141530,2019,2019-06-04 14:22,14.0,2,4,30.450112,-84.30529,WADSWORTH ST,,,POINT (-84.30529 30.450112)
16072,89142071,2019,2019-06-27 14:31,14.0,2,3,30.477365,-84.298755,N MONROE ST,,SHARER RD,POINT (-84.298755 30.477365)
16073,89142072,2019,2019-06-27 09:45,14.0,2,2,30.448032,-84.279577,E GEORGIA ST,,N CALHOUN ST,POINT (-84.279577 30.448032)
16074,89142081,2019,2019-06-27 17:33,14.0,2,3,30.462381,-84.281716,LAKE ELLA DR,,N MONROE ST,POINT (-84.281716 30.462381)
16075,89141813,2019,2019-06-16 11:51,14.0,3,4,30.444689,-84.283088,W TENNESSEE ST,,N DUVAL ST,POINT (-84.28308800000001 30.444689)
16076,89141815,2019,2019-06-16 14:54,14.0,2,2,30.481479,-84.344617,GEARHART RD,,N MISSION RD,POINT (-84.344617 30.481479)
16077,89145102,2019,2019-10-18 18:20,14.0,2,2,30.423514,-84.290885,OKALOOSA ST,,MAIN ST,POINT (-84.290885 30.423514)
16078,89145104,2019,2019-10-19 00:58,14.0,2,2,30.437942,-84.314428,BELLE VUE WAY,,S LIPONA RD,POINT (-84.31442800000001 30.437942)
16079,89142000,2019,2019-06-24 12:12,14.0,2,4,30.436559,-84.285596,W MADISON ST,,S M L KING JR BLVD,POINT (-84.285596 30.436559)
16080,89142006,2019,2019-06-24 15:10,14.0,2,2,30.446899,-84.284346,W CAROLINA ST,,N BRONOUGH ST,POINT (-84.284346 30.446899)
16081,89142054,2019,2019-06-26 17:10,14.0,2,2,30.440664,-84.306641,STADIUM DR,,W PENSACOLA ST,POINT (-84.306641 30.440664)
16082,89142056,2019,2019-06-26 19:05,14.0,2,3,30.486091,-84.277278,N MERIDIAN RD,,HENDERSON RD,POINT (-84.277278 30.486091)
16083,89142058,2019,2019-06-26 20:50,14.0,2,2,30.440864,-84.323893,W PENSACOLA ST,,WHITE DR,POINT (-84.323893 30.440864)
16084,89142060,2019,2019-06-27 09:50,14.0,2,2,30.402845,-84.234911,CAPITAL CIR SE,,BLAIR STONE RD,POINT (-84.234911 30.402845)
16085,89141980,2019,2019-06-22 17:50,14.0,2,5,30.463651,-84.283485,W THARPE ST,,N MONROE ST,POINT (-84.283485 30.463651)
16086,89141989,2019,2019-06-23 15:39,14.0,2,2,30.468379,-84.232768,MICCOSUKEE COMMONS DR,,MICCOSUKEE RD,POINT (-84.23276799999999 30.468379)
16088,89298099,2019,2019-09-27 14:18,14.0,5,2,30.444934,-84.27536,E TENNESSEE ST,535,,POINT (-84.27536000000001 30.444934)
16089,89141091,2019,2019-05-15 15:00,14.0,3,4,30.480422,-84.303277,N MONROE ST,,LAKESHORE DR,POINT (-84.30327699999999 30.480422)
16090,89141110,2019,2019-05-16 09:09,14.0,2,2,30.448936,-84.315128,TENNESSEE ST W,1900,HIGH RD,POINT (-84.315128 30.448936)
16091,89141116,2019,2019-05-16 10:18,14.0,2,2,30.46346,-84.291825,GIBBS DR,,W THARPE ST,POINT (-84.291825 30.46346)
16092,89141034,2019,2019-05-13 08:55,14.0,2,2,30.410976,-84.234567,ORANGE AVE E,,E ORANGE AVE,POINT (-84.234567 30.410976)
16093,89145192,2019,2019-10-22 19:46,14.0,2,2,30.449165,-84.313672,W TENNESSEE ST,,HIGH RD,POINT (-84.313672 30.449165)
16094,89145193,2019,2019-10-22 17:02,14.0,2,2,30.43609,-84.296184,LORENE ST,,W MADISON ST,POINT (-84.296184 30.43609)
16095,89145197,2019,2019-10-22 17:32,14.0,2,2,30.436627,-84.285593,W MADISON ST,,S M L KING JR BLVD,POINT (-84.28559300000001 30.436627)
16096,89141086,2019,2019-05-15 12:01,14.0,2,4,30.459908,-84.281077,N MONROE ST,,LAKE ELLA DR,POINT (-84.281077 30.459908)
16097,89298446,2019,2019-11-24 21:30,14.0,2,3,30.561961,-84.217947,THOMASVILLE RD,6706,,POINT (-84.217947 30.561961)
16098,89298448,2019,2019-11-25 14:15,14.0,2,2,30.511986,-84.227228,RAYMOND DIEHL RD,,KILLARNEY WAY,POINT (-84.227228 30.511986)
16099,89146131,2019,2019-11-24 15:02,14.0,2,5,30.448,-84.284361,N BRONOUGH ST,,W GEORGIA ST,POINT (-84.284361 30.448)
16100,89146220,2019,2019-11-29 10:30,14.0,2,5,30.459131,-84.35887,W TENNESSEE ST,,,POINT (-84.35887 30.459131)
16101,89146039,2019,2019-11-21 08:30,14.0,2,2,30.476215,-84.262533,THOMASVILLE RD,,GARDENIA DR,POINT (-84.262533 30.476215)
16102,89146125,2019,2019-11-24 13:10,14.0,2,2,30.431941,-84.248613,APALACHEE PKWY,,BLAIR STONE RD,POINT (-84.24861300000001 30.431941)
16103,89140997,2019,2019-05-11 11:41,14.0,2,4,30.411751,-84.28306,S ADAMS ST,,E ORANGE AVE,POINT (-84.28306000000001 30.411751)
16104,89141000,2019,2019-05-11 12:45,14.0,2,3,30.402459,-84.23737,BLAIR STONE RD,,NEW VILLAGE AVE,POINT (-84.23737 30.402459)
16105,89141005,2019,2019-05-11 18:00,14.0,2,3,30.542021,-84.228233,THOMASVILLE RD,,KERRY FOREST PKWY,POINT (-84.228233 30.542021)
16106,89141006,2019,2019-05-11 20:40,14.0,2,3,30.438078,-84.279709,APALACHEE PKWY,,S CALHOUN ST,POINT (-84.279709 30.438078)
16107,87844852,2019,2019-03-01 16:14,14.0,2,3,30.453753,-84.280696,N MONROE ST,,E 4TH AVE,POINT (-84.28069600000001 30.453753)
16109,87844856,2019,2019-03-01 18:07,14.0,2,3,30.43953,-84.261699,S MAGNOLIA DR,,GOVERNORS SQUARE BLVD,POINT (-84.26169899999999 30.43953)
16110,87844844,2019,2019-03-01 11:54,14.0,3,4,30.452185,-84.24963,MAHAN DR,,N BLAIR STONE RD,POINT (-84.24963 30.452185)
16111,87844845,2019,2019-03-01 08:50,14.0,3,3,30.43694,-84.218528,APALACHEE BEND,,TROJAN TRL,POINT (-84.21852800000001 30.43694)
16112,87844846,2019,2019-03-01 13:24,14.0,2,2,30.441886,-84.261802,N MAGNOLIA DR,,E PARK AVE,POINT (-84.261802 30.441886)
16113,87844847,2019,2019-03-01 13:10,14.0,2,4,30.466514,-84.285554,N M L KING JR BLVD,,NORTHWOOD BLVD,POINT (-84.285554 30.466514)
16114,89145200,2019,2019-10-23 07:30,14.0,2,2,30.438363,-84.280688,S MONROE ST,,APALACHEE PKWY,POINT (-84.280688 30.438363)
16115,89145201,2019,2019-10-23 07:55,14.0,2,2,30.479949,-84.344557,N MISSION RD,,GEARHART RD,POINT (-84.34455699999999 30.479949)
16116,89145202,2019,2019-10-23 08:22,14.0,2,2,30.425239,-84.249492,BLAIR STONE RD S,,BLAIRSTONE LN,POINT (-84.249492 30.425239)
16117,89145203,2019,2019-10-23 08:58,14.0,2,2,30.449281,-84.25766,MAHAN DR,,SPOTTSWOOD DR,POINT (-84.25766 30.449281)
16118,87259032,2019,2019-02-21 11:45,14.0,2,2,30.44168,-84.24947,N. BLAIRSTONE ROAD,,E. PARK AVENUE,POINT (-84.24947 30.44168)
16119,88027206,2019,2019-02-24 17:50,14.0,2,2,30.4850281575931,-84.1593580227227,US HIGHWAY 90 (STATE ROAD 10) MAHAN DRIVE,,INTERSTATE 10 (STATE ROAD 8),POINT (-84.1593580227227 30.4850281575931)
16120,89144869,2019,2019-10-11 13:16,14.0,2,5,30.447959,-84.262588,N MAGNOLIA DR,,E TENNESSEE ST,POINT (-84.26258799999999 30.447959)
16121,89144873,2019,2019-10-11 14:50,14.0,2,3,30.457128,-84.235906,MAHAN DR,,RIGGINS RD,POINT (-84.235906 30.457128)
16122,89144875,2019,2019-10-11 17:29,14.0,2,3,30.463416,-84.277209,N MERIDIAN RD,,E THARPE ST,POINT (-84.277209 30.463416)
16123,89142976,2019,2019-08-06 15:40,14.0,2,2,30.518521,-84.240243,THOMASVILLE RD,,WOODBINE DR,POINT (-84.24024300000001 30.518521)
16124,89144882,2019,2019-10-11 20:28,14.0,2,4,30.438219,-84.27993,APALACHEE PKWY,,S CALHOUN ST,POINT (-84.27992999999999 30.438219)
16125,89142984,2019,2019-08-06 19:50,14.0,2,2,30.504787,-84.250084,TIMBERLAND RD,,THOMASVILLE RD,POINT (-84.250084 30.504787)
16126,89142986,2019,2019-08-06 20:07,14.0,2,3,30.501583,-84.252333,THOMASVILLE RD,,RAYMOND DIEHL RD,POINT (-84.25233299999999 30.501583)
16127,89142990,2019,2019-08-06 16:23,14.0,2,2,30.381309,-84.289975,CRAWFORDVILLE RD,4600BLK,WHITTAKER RD,POINT (-84.289975 30.381309)
16128,89143153,2019,2019-08-13 19:20,14.0,2,2,30.445462,-84.268591,E TENNESSEE ST,,HILLCREST ST,POINT (-84.268591 30.445462)
16129,89143154,2019,2019-08-13 16:56,14.0,2,3,30.474511,-84.234758,CAPITAL CIR NE,,CARE DR,POINT (-84.234758 30.474511)
16130,89143156,2019,2019-08-13 20:14,14.0,2,2,30.444747,-84.279594,N CALHOUN ST,,E TENNESSEE ST,POINT (-84.279594 30.444747)
16131,89143157,2019,2019-08-13 16:30,14.0,2,2,30.441126,-84.226311,CONNER BLVD,,CAPITAL CIR SE,POINT (-84.226311 30.441126)
16132,89143009,2019,2019-08-07 18:07,14.0,2,2,30.466064,-84.283988,N MONROE ST,,NORTHWOOD BLVD,POINT (-84.28398799999999 30.466064)
16133,89143012,2019,2019-08-07 14:50,14.0,2,2,30.478291,-84.237465,CENTERVILLE RD,,CAPITAL CIR NE,POINT (-84.237465 30.478291)
