report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
83589982,2017,2017-01-31 12:23,2017-01-31 00:00,1701-0338,L,1,2,0,13,40,LEON,FLORIDA STATE UNIV.,2,2017-01-31 12:23,2017-01-31 12:23,2017-01-31 12:25,2017-01-31 12:45,2,,2,JEFFERSON STREET,,,,,,,WOODWARD AVE,,5,1,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,428,OFC.,,,,,FSU POLICE DEPARTMENT,2,2017-02-04 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86458207,2017,2017-02-10 15:30,2017-02-13 00:00,17004872,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-02-10 15:41,2017-02-10 15:42,2017-02-10 15:46,2017-02-10 16:20,2,,2,BETTON RD,,,,,,,US 319 NB,,5,3,2,1,1,1,1,1,,10,10,1,1,1,,,1,,,1,,,,,685,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-02-15 16:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86531213,2017,2017-02-16 14:00,2017-02-16 00:00,1702-0217,L,1,3,0,13,40,LEON,FLORIDA STATE UNIV.,2,2017-02-16 14:04,2017-02-16 14:04,2017-02-16 14:09,2017-02-16 14:22,2,,2,CHAMPIONS WAY,296,,,,,,,,9,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,412,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2017-02-25 16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86505118,2017,2017-03-03 21:18,2017-03-04 02:23,170034433,L,1,2,0,13,50,LEON,Tallahassee,2,2017-03-03 21:19,2017-03-03 21:23,2017-03-03 21:31,2017-03-03 22:41,2,,2,WOODVILLE HWY,,,,100,,S,GAILE AVE,,3,1,2,2,4,1,1,1,77,10,1,1,3,1,,,1,,,1,,,,,11872,,,,,,LEON CO SO,3,2017-03-05 14:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86955956,2017,2017-03-04 14:10,2017-03-04 00:00,17007576,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-03-04 14:11,2017-03-04 14:12,2017-03-04 14:15,2017-03-04 14:50,2,,2,PEPPER DR,,,,,,,LAKE BRADFORD RD,,5,2,3,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,648,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-03-06 15:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86458234,2017,2017-02-12 01:44,2017-02-12 00:00,17005045,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-02-12 01:44,2017-02-12 01:45,2017-02-12 01:50,2017-02-12 02:04,1,HIT AND RUN,2,THARPE ST W,2400,,,400,,W,MERIADOC RD,,5,2,1,2,4,1,1,1,,10,1,1,1,88,,,88,,,1,,,,,706,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-02-19 14:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86956151,2017,2017-03-13 14:35,2017-03-13 00:00,17008637,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2017-03-13 14:35,2017-03-13 14:35,2017-03-13 14:50,2017-03-13 15:00,2,,2,TENNESSEE ST W,,,,,,,BLOUNTSTOWN HWY,,3,3,2,1,1,3,2,1,,10,1,1,2,1,,,1,,,1,,,,,597,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-03-16 16:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86956165,2017,2017-03-13 19:39,2017-03-13 00:00,17008664,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-03-13 19:39,2017-03-13 19:39,2017-03-13 19:40,2017-03-13 21:00,2,,2,ADAMS ST S,,,,100,,N,JEFFERSON ST E,,5,3,3,2,5,3,2,1,,10,1,1,2,88,,,88,,,1,,,,,322,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-03-15 16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86956397,2017,2017-03-24 14:11,2017-03-24 00:00,17009903,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-03-24 14:11,2017-03-24 14:12,2017-03-24 14:12,2017-03-24 15:00,2,,2,PENSACOLA ST W,,,,300,,W,AUSLEY RD,,5,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,523,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-03-29 21:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86505316,2017,2017-04-04 12:50,2017-04-04 17:01,170050879,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-04-04 12:52,2017-04-04 12:53,2017-04-04 12:55,2017-04-04 00:00,2,,2,THOMASVILLE RD,6680,,,0,,,,,9,3,1,1,1,1,1,1,5,10,8,1,1,1,,,1,,,1,,,,,11469,,,,,,LEON CO SO,3,2017-04-06 15:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85380069,2017,2017-04-14 21:45,2017-04-14 22:41,FHPH17OFF006654,L,1,2,0,13,50,LEON,TALLAHASSEE,1,2017-04-14 21:51,2017-04-14 21:56,2017-04-14 22:06,2017-04-14 22:59,2,,2,COUNTY ROAD 1585,,30.4466200433671,-84.4038030691445,100,,N,US HIGHWAY 20,,4,2,1,1,4,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,3602,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-04-20 15:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85292548,2017,2017-04-10 07:50,2017-04-10 08:24,FHPH17OFF006332,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2017-04-10 07:56,2017-04-10 08:00,2017-04-10 08:04,2017-04-15 08:24,2,,2,DEERTREE DR.,,30.43493,-84.36505,50,,N,STATE ROAD 20,,5,3,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,3669,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-04-16 14:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86505315,2017,2017-04-03 13:25,2017-04-04 17:01,170050354,L,1,2,0,13,50,LEON,Tallahassee,2,2017-04-03 13:30,2017-04-03 13:31,2017-04-03 14:00,2017-04-03 14:47,2,,2,S CALHOUN ST,315,,,0,,,,,5,2,1,2,1,2,1,1,77,10,88,1,1,1,,,77,,,1,,,,,11624,,,,,,LEON CO SO,3,2017-04-06 15:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86956891,2017,2017-04-10 16:02,2017-04-10 00:00,17012096,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2017-04-10 16:03,2017-04-10 16:07,2017-04-10 16:11,2017-04-10 16:50,2,,2,ADAMS ST S,,,,30,,E,OSCEOLA ST,,3,1,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,541,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-04-12 16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86956641,2017,2017-04-01 21:05,2017-04-01 00:00,17011063,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-04-01 21:07,2017-04-01 21:08,2017-04-01 21:12,2017-04-01 22:56,2,,2,COLUMBIA DR,,,,25,,N,ESCAMBIA DR,,5,2,1,2,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,380,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-05-03 16:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86505500,2017,2017-05-06 21:51,2017-05-08 01:36,170068428,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-05-06 21:51,2017-05-06 21:51,2017-05-06 21:56,2017-05-06 23:31,2,,2,MERIDIAN RD,,,,0,,,CLOVERDALE DR,,5,2,3,2,4,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,11907,,,,,,LEON CO SO,3,2017-05-10 16:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85430197,2017,2017-05-03 20:50,2017-05-03 21:24,FHPH17OFF007943,L,1,2,0,13,50,LEON,TALLAHASSEE,1,2017-05-03 21:01,2017-05-03 21:04,2017-05-03 21:04,2017-05-03 22:20,2,,2,SR-363,,30.34238,-84.25557,200,,N,OLD WOODVILLE ROAD,,3,1,1,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,3655,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-05-18 16:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85295275,2017,2017-05-17 06:10,2017-05-17 07:06,FHPH17OFF008826,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2017-05-17 06:14,2017-05-17 06:17,2017-05-17 06:23,2017-05-17 07:32,2,,2,US HIGHWAY 27 (SR-63),,30.4872699268162,-84.3171757645905,45,,S,SESSIONS ROAD,,2,2,1,1,5,2,1,1,77,10,1,1,3,1,,,1,,,1,,,,,728,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-05-23 16:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85519151,2017,2017-05-25 21:55,2017-05-26 02:13,FHPH17OFF009422,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2017-05-25 22:03,2017-05-25 22:10,2017-05-25 22:17,2017-05-26 00:28,2,,2,US HIGHWAY 27,,30.4920544847846,-84.323971811682,200,,S,TALPECO ROAD,,2,1,1,1,5,1,1,1,88,10,3,1,1,1,,,1,,,1,,,,,3487,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-06-11 14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86958051,2017,2017-05-26 07:49,2017-05-26 00:00,17017602,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-05-26 07:51,2017-05-26 07:52,2017-05-26 08:04,2017-05-26 08:37,2,,2,OLD BAINBRIDGE RD,,,,,,,SALMON DR,,4,3,77,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,594,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-05-27 15:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86957931,2017,2017-05-21 00:00,2017-05-21 00:00,17017037,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-05-21 02:30,2017-05-21 02:54,2017-05-21 03:03,2017-05-21 04:30,2,,2,MAGNOLIA DR E,509,,,,,,,,9,1,1,1,6,1,1,1,,10,9,1,1,1,,,1,,,1,,,,,593,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-05-24 17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86958687,2017,2017-06-23 00:22,2017-06-23 00:00,17020932,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-06-23 00:22,2017-06-23 00:23,2017-06-23 00:26,2017-06-23 00:50,2,,2,W COLLEGE AVE,,30.440745,-84.287941,176,,E,S MACOMB ST,,5,3,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,659,OFF,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-06-30 15:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302445,2017,2017-06-26 13:24,2017-06-28 01:37,170093089,L,1,2,0,13,50,LEON,Tallahassee,2,2017-06-26 13:24,2017-06-26 13:26,2017-06-26 13:28,2017-06-26 15:24,2,,2,SILVER SLIPPER LN,,,,580,,N,JOHN KNOX RD,,5,3,1,2,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,11639,,,,,,LEON CO SO,3,2017-06-30 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302320,2017,2017-06-01 21:30,2017-06-02 02:32,170081758,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-06-01 21:37,2017-06-01 21:37,2017-06-01 21:40,2017-06-01 22:00,2,,2,SPINNAKER CT,,,,0,,,WIGGINGTON RD,,5,3,3,1,4,3,2,1,5,10,1,1,1,1,,,2,,,1,,,,,11902,,,,,,LEON CO SO,3,2017-06-30 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302538,2017,2017-07-14 19:00,2017-07-15 22:32,170102210,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-07-14 19:38,2017-07-14 19:44,2017-07-14 19:58,2017-07-14 21:23,2,,2,SILVER SADDLE DR,,30.442955,-84.399791,82,,S,SILVER SPUR CT,,5,2,1,2,1,1,1,1,2,10,2,1,1,1,,,1,,,1,,,,,11911,,,,,,LEON CO SO,3,2017-07-16 03:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302570,2017,2017-07-22 04:35,2017-07-24 00:23,170106078,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-07-22 04:42,2017-07-22 04:48,2017-07-22 04:52,2017-07-22 06:02,2,,2,APALACHEE PKWY,,,,15,,N,APALACHEE TRL,,2,1,77,2,5,1,1,1,3,10,1,1,1,1,,,1,,,1,,,,,12055,,,,,,LEON CO SO,3,2017-07-25 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84475611,2017,2017-06-16 22:30,2017-06-16 22:59,FHPH17OFF011030,L,1,2,0,13,50,LEON,TALLAHASSEE,1,2017-06-16 22:37,2017-06-16 22:41,2017-06-16 22:46,2017-06-16 23:27,2,,2,STATE ROAD 263 (S.R. 263),,30.5149355717003,-84.3664965592325,,0.1,S,VILLAGE WAY,,3,3,1,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,741,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-07-05 03:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86959138,2017,2017-07-14 11:07,2017-07-26 00:00,17023539,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-07-14 11:07,2017-07-14 11:07,2017-07-14 11:16,2017-07-14 11:55,2,,2,HARRISON ST,,30.430455,-84.281796,,,,S ADAMS ST,,5,2,2,1,1,2,1,1,,10,1,1,2,1,,,1,,,1,,,,,306,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-08-03 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302613,2017,2017-07-29 19:20,2017-08-04 09:29,107109833,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-07-29 19:32,2017-07-29 19:36,2017-07-29 19:46,2017-07-29 20:12,2,,2,CATHEDRAL DR,2775,,,0,,,,,8,1,1,1,1,2,1,1,77,10,1,1,1,1,,,1,,,1,,,,,12037,,,,,,LEON CO SO,3,2017-08-05 13:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86531396,2017,2017-08-29 14:45,2017-08-29 00:00,1708-0178,S,1,1,0,13,40,LEON,FLORIDA STATE UNIV.,2,2017-08-29 15:01,2017-08-29 15:01,2017-08-29 15:03,2017-08-29 15:38,2,,2,W. CALL STREET,,,,,,,CONVOCATION WAY,,5,1,3,2,1,3,2,1,,10,2,1,2,1,,,1,,,1,,,,,428,OFC.,,,,,FSU POLICE DEPARTMENT,2,2017-09-02 14:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86959768,2017,2017-08-11 01:40,2017-08-11 00:00,17026850,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-08-11 01:40,2017-08-11 01:40,2017-08-11 01:42,2017-08-11 02:38,2,,2,KISSIMMEE ST,,,,20,,W,MILL ST,,5,3,1,1,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,501,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-08-18 14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86960038,2017,2017-08-23 11:30,2017-08-23 00:00,17028267,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-08-23 14:24,2017-08-23 14:27,2017-08-23 14:40,2017-08-23 14:40,2,,2,INDIAN VILLAGE PATH,,30.434648,-84.30547,189,,W,INDIAN VILLAGE TRL,,5,2,1,1,1,1,88,1,,10,1,1,4,1,,,1,,,1,,,,,516,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-08-25 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86531386,2017,2017-08-07 07:09,2017-08-07 00:00,1708-0037,L,2,3,0,13,40,LEON,FLORIDA STATE UNIV.,2,2017-08-07 07:09,2017-08-07 07:09,2017-08-07 07:11,2017-08-07 07:35,2,,2,LEARNING WAY,923,,,,,,WOODWARD AVE,,5,3,3,1,1,1,1,1,,10,1,1,17,1,,,1,,,1,,,,,434,OFC,,,,,FSU POLICE DEPARTMENT,2,2017-09-21 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86961047,2017,2017-09-26 16:42,2017-09-26 00:00,17032520,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-09-26 16:43,2017-09-26 16:43,2017-09-26 16:48,2017-09-26 17:15,2,,2,E MADISON ST,,30.436621,-84.278253,,,,,,9,3,1,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,635,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-09-30 15:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86961316,2017,2017-10-05 17:38,2017-10-05 00:00,17033712,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-10-05 17:38,2017-10-05 17:39,2017-10-05 17:40,2017-10-05 18:15,2,,2,DENT ST,,30.450732,-84.29142,381,,W,CENTRAL ST,,5,2,1,1,1,1,1,1,,10,3,1,1,1,,,1,,,1,,,,,377,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-10-06 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86505130,2017,2017-03-06 15:14,2017-10-19 08:40,170035648,U,1,2,0,13,50,LEON,Tallahassee,2,2017-03-06 15:14,2017-03-06 15:14,2017-03-06 15:14,2017-03-06 15:44,2,,2,PENSACOLA ST W,,,,0,,,WOODWARD AVE S,,5,3,2,2,1,1,1,1,1,10,1,2,2,1,,,1,,,1,,,,,10154,,,,,,LEON CO SO,3,2017-10-20 14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85598149,2017,2017-10-15 16:46,2017-10-15 17:25,FHPH17OFF020181,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2017-10-15 16:49,2017-10-15 16:52,2017-10-15 17:02,2017-10-15 18:00,2,,2,COUNTY ROAD 1581 (GUM ROAD),,30.44757,-84.3616,5,,W,HATLEE TRACE ROAD,,4,2,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,4181,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-10-24 14:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86531458,2017,2017-10-17 12:56,2017-10-17 00:00,1710-0251,L,1,2,0,13,40,LEON,FLORIDA STATE UNIV.,2,2017-10-17 12:56,2017-10-17 12:59,2017-10-17 13:01,2017-10-17 13:42,2,,2,ACADEMIC WAY,1100,,,225,,W,CHIEFTAN WAY,,5,1,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,432,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2017-10-18 14:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86962308,2017,2017-11-06 13:44,2017-11-06 00:00,17037749,L,1,1,0,13,50,LEON,TALLAHASSEE,2,2017-11-06 13:46,2017-11-06 13:48,2017-11-06 13:55,2017-11-06 14:20,1,HIT AND RUN,2,MACOMB ST N,,,,,,,CALL ST W,,5,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,781,POLICE OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-11-08 14:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86962453,2017,2017-11-12 11:00,2017-11-12 00:00,17038418,L,1,1,0,13,50,LEON,TALLAHASSEE,2,2017-11-12 11:00,2017-11-12 11:10,2017-11-12 11:19,2017-11-12 12:00,2,,2,CAGNEY DR,,30.51278,-84.202112,1173,,S,SHAMROCK ST S,,5,3,1,1,1,1,1,1,,10,2,1,4,1,,,1,,,1,,,,,545,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-11-13 13:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86962072,2017,2017-10-28 22:10,2017-10-29 00:00,17036702,L,2,4,0,13,50,LEON,TALLAHASSEE,2,2017-10-28 22:10,2017-10-28 22:10,2017-10-28 22:10,2017-10-28 23:45,2,,2,PENSACOLA ST W,,30.440506,-84.315869,122,,W,DAY ST,,5,3,1,2,4,2,1,1,,10,1,1,1,1,,,1,,,1,,,,,560,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-10-31 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86962095,2017,2017-10-30 07:35,2017-10-30 00:00,17036839,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-10-30 07:36,2017-10-30 07:36,2017-10-30 07:39,2017-10-30 08:35,2,,2,EPPES DR E,,30.429928,-84.302426,,,,LAKE BRADFORD RD,,5,3,2,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,632,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-10-31 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87502998,2017,2017-11-30 18:06,2017-12-01 03:26,170175355,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2017-11-30 18:07,2017-11-30 18:15,2017-11-30 18:49,2017-11-30 19:10,2,,2,WAKULLA SPRINGS RD,,,,,0.57,N,GLOVER RD,,3,1,3,2,5,1,1,1,77,10,88,1,1,1,,,1,,,1,,,,,11398,,,,,,LEON CO SO,3,2017-12-02 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87502975,2017,2017-11-23 20:29,2017-11-25 08:03,170171963,L,1,3,0,13,0,LEON,Unincorporated - Leon County,1,2017-11-23 20:29,2017-11-23 20:29,2017-11-23 20:29,2017-11-23 20:55,2,,2,BRADFORDVILLE RD,3700,,,0,,,,,9,3,1,1,4,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,11946,,,,,,LEON CO SO,3,2017-11-26 14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85576938,2017,2017-11-22 12:30,2017-11-22 12:55,FHPH17OFF022827,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2017-11-22 12:32,2017-11-22 12:34,2017-11-22 12:45,2017-11-22 12:55,2,,2,STATE ROAD 20,,30.4367640987039,-84.3802867177874,120,,E,GRAM LANE,,3,2,1,1,1,1,1,1,77,10,3,1,1,1,,,1,,,1,,,,,4245,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2017-12-02 14:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86962654,2017,2017-11-18 21:09,2017-11-18 00:00,17039230,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2017-11-18 21:09,2017-11-18 21:14,2017-11-18 21:17,2017-11-18 21:46,2,,2,OLD SAINT AUGUSTINE RD,,30.424821,-84.242614,8,,E,CASTELNAU CT,,5,2,1,1,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,671,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-11-21 14:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
